Case Id,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight
Case 1814,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1815,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1817,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1823,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1826,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1828,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1831,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 184,2,¡¢,¢¥£¤,£¤,0.5,0.5,0.0
Case 1843,2,¡¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1848,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1858,2,¡£,¤,¤,1.0,1.0,0.0
Case 1860,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1868,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1869,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1874,2,§¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 1882,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1884,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1887,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1892,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1894,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1900,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1901,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1903,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 191,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 1915,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1916,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1918,2,¡£,¤,¤,1.0,1.0,0.0
Case 192,2,¡¡,¢£¤¢£¤,¢£¤,0.5,1.0,0.0
Case 1924,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 193,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1946,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1961,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1968,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1975,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1978,2,¡¥,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 1980,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1987,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 20,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2007,2,¡¢,­££¤,£¤,0.5,0.6666666666666666,0.0
Case 2013,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 202,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2021,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2022,2,¡¡,¡¥£¤,¢£¤,0.5,0.4,0.0
Case 2035,2,¡¢,¦­£¤,£¤,0.5,0.5,0.0
Case 2037,2,¡£,¤,¤,1.0,1.0,0.0
Case 2050,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2059,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2062,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2068,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2074,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2081,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2083,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2092,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2093,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2097,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 210,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2103,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2104,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2105,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2108,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 211,2,¡£,¤,¤,1.0,1.0,0.0
Case 2112,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2117,2,¡¥,¥£¢££¤,¢£¤,0.5,0.75,0.0
Case 2121,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2123,2,¡¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 2125,2,¡¢,¥­,£¤,0.0,0.0,0.0
Case 2126,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2134,2,¡¥,¢£¤,¢£¤,1.0,1.0,0.0
Case 2141,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2142,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2143,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2152,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2156,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2157,2,¡£,£¤,¤,0.5,0.5,0.0
Case 2163,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2167,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2168,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 2172,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2176,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2177,2,¡¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 2183,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2187,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2191,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2197,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2201,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2203,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2210,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2211,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2215,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2219,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 2220,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2227,2,¡£,£¤,¤,0.5,0.5,0.0
Case 2228,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2229,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2232,2,¡£,¤,¤,1.0,1.0,0.0
Case 2236,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2239,2,¡¢,££¢¥£¤,£¤,0.33333333333333337,0.5,0.0
Case 2245,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2253,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 2256,2,¡£,¤,¤,1.0,1.0,0.0
Case 2267,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2268,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2279,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2285,2,¡¥,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2290,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2296,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 23,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 230,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2300,2,¡¢,­­¦­,£¤,0.0,0.0,0.0
Case 2302,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2308,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2315,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 232,2,¡¢,¥¥££¤,£¤,0.4,0.6666666666666666,0.0
Case 2322,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2328,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 233,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2330,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2335,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2342,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 2346,2,§¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2348,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 235,2,§¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2356,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 2362,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 2367,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2368,2,¡¡,¢£¢£££­¢¥¥£¤,¢£¤,0.25,0.6,0.0
Case 237,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2374,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2375,2,¡¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 2380,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 2381,2,¡¡,¡££¤,¢£¤,0.5,0.5,0.0
Case 2390,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2391,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2398,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2399,2,¡¢,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2403,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2415,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2417,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 242,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2431,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2432,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2436,2,¡£,¤¢,¤,0.5,0.5,0.0
Case 2447,2,¡¢,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2448,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2451,2,¡¢,¦­­£,£¤,0.0,0.25,0.0
Case 2452,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2455,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2458,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2465,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2466,2,¡¢,­­£¤,£¤,0.5,0.6666666666666666,0.0
Case 247,2,§¢,£¤,£¤,1.0,1.0,0.0
Case 2473,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 2474,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2476,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2481,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2490,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2492,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2498,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2499,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2504,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2508,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2512,2,¡¢,¥££¤,£¤,0.5,0.6666666666666666,0.0
Case 2514,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 2522,2,¡¢,¥££¤,£¤,0.5,0.6666666666666666,0.0
Case 253,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2530,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2534,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2541,2,¢£,¤,¤,1.0,1.0,0.0
Case 2550,2,¡¢,¥¥££¤,£¤,0.4,0.6666666666666666,0.0
Case 2555,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2558,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2569,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2571,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2577,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2581,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 2585,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2591,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2593,2,¡­,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2596,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2598,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2599,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2603,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2607,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2609,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 261,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2611,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2613,2,¡¢,¥¥¥££¤,£¤,0.33333333333333337,0.6666666666666666,0.0
Case 2614,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2616,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 262,2,¡¢,¥£¥£¤,£¤,0.4,0.6666666666666666,0.0
Case 2620,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2622,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 2625,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2631,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2634,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2643,2,¡£,¤,¤,1.0,1.0,0.0
Case 265,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2659,2,¡¢,¥¥¢£¤,£¤,0.4,0.5,0.0
Case 2665,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2666,2,¡¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 2667,2,¡¢,¥¥£¢¥£¤,£¤,0.2857142857142857,0.5,0.0
Case 2668,2,¡¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 2674,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 2676,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2681,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2686,2,¢£,¤,¤,1.0,1.0,0.0
Case 2700,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2713,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2714,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2716,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2720,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2721,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2734,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2741,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2765,2,¡¢,¥¥£¤,£¤,0.5,0.6666666666666666,0.0
Case 2770,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2774,2,¡£,£¢£¤,¤,0.25,0.33333333333333326,0.0
Case 2776,2,¢¥,¢¥£¤,£¤,0.5,0.5,0.0
Case 2777,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2788,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2789,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2791,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2797,2,¢£,¤,¤,1.0,1.0,0.0
Case 28,2,¡¢,¦­­£,£¤,0.0,0.25,0.0
Case 2814,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 282,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2826,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2834,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2839,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2847,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2848,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2849,2,¡£,£¤,¤,0.5,0.5,0.0
Case 2851,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2854,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 286,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2860,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2866,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2873,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2875,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2881,2,¡­,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 2891,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2897,2,¡¢,­¢£¤,£¤,0.5,0.5,0.0
Case 2905,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2908,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2910,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2918,2,¡¢,­¢£¤,£¤,0.5,0.5,0.0
Case 292,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2931,2,¡¢,¥­££¤,£¤,0.4,0.5,0.0
Case 2932,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2934,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2949,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2956,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 296,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2962,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2964,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2966,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2968,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2970,2,¡¢,­¥£¤,£¤,0.5,0.5,0.0
Case 2971,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 2975,2,¡¥,¡¢¥¥¢£¤,¢£¤,0.4285714285714286,0.6,0.0
Case 2981,2,¡¡,¢­­£¤,¢£¤,0.6,0.75,0.0
Case 2984,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 2988,2,¡£,£¤,¤,0.5,0.5,0.0
Case 299,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 2992,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3002,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3008,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3009,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 3010,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3013,2,¡¢,¢¥£¤,£¤,0.5,0.5,0.0
Case 3015,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3016,2,¡¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 3021,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3027,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3034,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3035,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3037,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3038,2,¡¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 3043,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3044,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3046,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3056,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3058,2,¡¢,­££¤,£¤,0.5,0.6666666666666666,0.0
Case 3059,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3061,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3071,2,¡¢,¦­£¤,£¤,0.5,0.5,0.0
Case 3073,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3077,2,¡­,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3078,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 308,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3082,2,¡¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 3083,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3086,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3095,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 31,2,¡¢,¦­£¤,£¤,0.5,0.5,0.0
Case 3103,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3112,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3113,2,¡¢,¥¥¢¥£¤,£¤,0.33333333333333337,0.5,0.0
Case 3118,2,¡¢,¥¥¦£¤,£¤,0.4,0.5,0.0
Case 3121,2,¡¢,£¡¢£¤,£¤,0.4,0.5,0.0
Case 3126,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3128,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 313,2,¡¢,¥­¥££¤,£¤,0.33333333333333337,0.5,0.0
Case 3139,2,¡¢,­¢£¤,£¤,0.5,0.5,0.0
Case 3142,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3145,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3148,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 317,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3172,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3176,2,¡¢,­¥£¤,£¤,0.5,0.5,0.0
Case 3180,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3182,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3184,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3186,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3188,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3192,2,¡¢,¦£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3212,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3214,2,¡¢,¦£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3222,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3226,2,¡£,¤,¤,1.0,1.0,0.0
Case 3229,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 323,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3231,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3233,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3239,2,¡£,¤,¤,1.0,1.0,0.0
Case 324,2,¢£,¤,¤,1.0,1.0,0.0
Case 3240,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3249,2,¡¢,­­¢££¤,£¤,0.33333333333333337,0.5,0.0
Case 3251,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3253,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3254,2,¡¢,¥,£¤,0.0,0.0,0.0
Case 326,2,¡¢,­­£¤,£¤,0.5,0.6666666666666666,0.0
Case 3260,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3262,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3273,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3276,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3288,2,¡¢,¥££¤,£¤,0.5,0.6666666666666666,0.0
Case 3289,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3294,2,¡¢,¥¢£¤,£¤,0.5,0.5,0.0
Case 33,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 331,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3314,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3315,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 332,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3323,2,¡¢,¦­­£,£¤,0.0,0.25,0.0
Case 3324,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 333,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3331,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3334,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3336,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3338,2,¡­,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3341,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 3344,2,¡£,£¢££¤,¤,0.19999999999999996,0.33333333333333326,0.0
Case 3349,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3351,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 3357,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3358,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 3360,2,¡¢,£¤,£¤,1.0,1.0,0.0
